gene_annotation	policy	eligible_primary	fixed_exact_baseline_sum	baseline_guides_ge10	fixed_best_control	fixed_best_cellular	joint_control_lower	joint_cellular_lower	joint_control_upper	joint_cellular_upper	fixed_best_log2_ratio	joint_gene_unique_log2_ratio	delta_log2	conditional_low	conditional_high
1600021P15RIK	exact	1	231	5	236	139	241	144	241	144	-0.7908411524467066	-0.7702197872715936	0.020621365175113038	-0.7702197872715936	-0.7702197872715936
1600027N09RIK	exact	1	247	3	252	160	264	161	264	161	-0.6829761814533529	-0.7409996483565999	-0.058023466903247	-0.7409996483565999	-0.7409996483565999
1600029D21RIK	exact	1	545	4	569	480	571	473	571	473	-0.2744255018708607	-0.30065516368259215	-0.026229661811731475	-0.30065516368259215	-0.30065516368259215
1700001C02RIK	exact	1	337	5	350	541	353	541	353	541	0.598280802661205	0.585985031862429	-0.012295770798775973	0.585985031862429	0.585985031862429
1700001C19RIK	exact	1	228	5	237	226	233	220	233	220	-0.09768255410857424	-0.11190998508864032	-0.014227430980066083	-0.11190998508864032	-0.11190998508864032
1700001J03RIK	exact	1	374	3	388	419	391	420	391	420	0.08149012109561404	0.07382740202760457	-0.0076627190680094714	0.07382740202760457	0.07382740202760457
1700001K19RIK	exact	1	462	4	483	464	484	467	484	467	-0.08710338403068746	-0.08079639157658133	0.006306992454106125	-0.08079639157658133	-0.08079639157658133
1700001L19RIK	exact	1	263	5	284	376	282	354	282	354	0.3749551214288472	0.29826866900046706	-0.07668645242838013	0.29826866900046706	0.29826866900046706
1700001O22RIK	exact	1	164	5	166	261	169	262	169	262	0.6220226782391801	0.6017660584806419	-0.020256619758538208	0.6017660584806419	0.6017660584806419
1700001P01RIK	exact	1	392	5	416	525	418	527	418	527	0.3061081776601319	0.30467738010770473	-0.0014307975524271432	0.30467738010770473	0.30467738010770473
1700003E16RIK	exact	1	463	4	472	464	483	468	483	468	-0.05390182366228112	-0.07473293275415344	-0.020831109091872316	-0.07473293275415344	-0.07473293275415344
1700003F12RIK	exact	1	280	5	291	229	293	209	293	209	-0.3742678207231877	-0.5156763503471995	-0.1414085296240118	-0.5156763503471995	-0.5156763503471995
1700003M02RIK	exact	1	392	5	418	578	411	576	411	576	0.43782324562064684	0.45716208629364696	0.019338840673000124	0.45716208629364696	0.45716208629364696
1700006A11RIK	exact	1	515	4	534	544	541	592	541	592	-0.0025239899400828388	0.10058772524079526	0.1031117151808781	0.10058772524079526	0.10058772524079526
1700006E09RIK	exact	1	213	3	222	113	226	114	226	114	-1.0003791294993443	-1.01342954288579	-0.013050413386445747	-1.01342954288579	-1.01342954288579
1700007B14RIK	exact	1	703	5	716	958	741	952	741	952	0.3905456364695059	0.3320063089895549	-0.058539327479951	0.3320063089895549	0.3320063089895549
1700007G11RIK	exact	1	243	5	254	241	246	237	246	237	-0.10490855817642118	-0.08292622409610059	0.02198233408032059	-0.08292622409610059	-0.08292622409610059
1700007I08RIK	exact	1	417	5	434	413	431	419	431	419	-0.10073493857962455	-0.06995583967563085	0.030779098903993704	-0.06995583967563085	-0.06995583967563085
1700007K09RIK	exact	1	399	3	409	360	421	355	421	355	-0.2131302833366851	-0.2749491622591662	-0.06181887892248111	-0.2749491622591662	-0.2749491622591662
1700007K13RIK	exact	1	474	5	487	408	499	401	499	401	-0.28433223142778863	-0.3443507812116028	-0.06001854978381416	-0.3443507812116028	-0.3443507812116028
1700008A04RIK	exact	1	497	4	528	622	523	623	523	623	0.20690427463626132	0.22293393196236258	0.01602965732610126	0.22293393196236258	0.22293393196236258
1700008I05RIK	exact	1	534	5	563	661	561	655	561	655	0.20205945516995663	0.19404366688465446	-0.008015788285302167	0.19404366688465446	0.19404366688465446
1700008O03RIK	exact	1	376	4	388	391	405	393	405	393	-0.01816838205316861	-0.07260436964628549	-0.05443598759311688	-0.07260436964628549	-0.07260436964628549
1700008P02RIK	exact	1	504	5	528	627	523	632	523	632	0.21844589651895216	0.24360985171436497	0.025163955195412813	0.24360985171436497	0.24360985171436497
1700008P20RIK	exact	1	184	5	189	244	192	240	192	240	0.33837052584464306	0.2919123572512792	-0.04645816859336388	0.2919123572512792	0.2919123572512792
1700009N14RIK	exact	1	379	5	393	540	395	536	395	536	0.4286648912906649	0.41063438534723107	-0.018030505943433806	0.41063438534723107	0.41063438534723107
1700009P17RIK	exact	1	284	5	293	297	297	299	297	299	-0.009736925851245326	-0.0195997563430192	-0.009862830491773873	-0.0195997563430192	-0.0195997563430192
1700010B08RIK	exact	1	300	2	310	345	316	354	316	354	0.1248263512312782	0.13431403687467558	0.009487685643397387	0.13431403687467558	0.13431403687467558
1700010D01RIK	exact	1	243	2	252	196	256	197	256	197	-0.3910201663170496	-0.406372263479088	-0.015352097162038392	-0.406372263479088	-0.406372263479088
1700010I14RIK	exact	1	297	5	310	479	313	474	313	474	0.5976714558611502	0.5686765532825715	-0.02899490257857873	0.5686765532825715	0.5686765532825715
