gene_annotation	policy	eligible_primary	fixed_exact_baseline_sum	baseline_guides_ge10	fixed_best_control	fixed_best_cellular	joint_control_lower	joint_cellular_lower	joint_control_upper	joint_cellular_upper	fixed_best_log2_ratio	joint_gene_unique_log2_ratio	delta_log2	conditional_low	conditional_high
CD209E	radius_k1	1	974	5	1006	976	1041	1019	1041	1019	-0.07292131397104704	-0.06006715496054931	0.012854159010497725	-0.06006715496054931	-0.06006715496054931
CD209G	radius_k1	0	226	1	236	279	244	296	244	296	0.21174200856729597	0.24893154865727068	0.037189540089974715	0.24893154865727068	0.24893154865727068
CD22	radius_k1	1	436	5	458	587	481	615	481	615	0.32840102692080847	0.3249569677044991	-0.0034440592163093586	0.3249569677044991	0.3249569677044991
CD226	radius_k1	1	497	3	508	766	538	875	538	875	0.5627719268647785	0.6718947429528512	0.10912281608807273	0.6718947429528512	0.6718947429528512
CD244	radius_k1	1	1755	5	1820	1751	1901	1828	1901	1828	-0.08500984357895115	-0.08574340322572199	-0.00073355964677084	-0.08574340322572199	-0.08574340322572199
CD247	radius_k1	1	515	4	537	335	553	349	553	349	-0.7092180792131381	-0.6925569523426149	0.016661126870523124	-0.6925569523426149	-0.6925569523426149
CD248	radius_k1	1	253	5	266	276	279	291	279	291	0.02387785653903206	0.03138150942080724	0.007503652881775177	0.03138150942080724	0.03138150942080724
CD24A	radius_k1	1	760	3	790	991	825	1034	825	1034	0.29758121893397793	0.2963274340102524	-0.0012537849237255205	0.2963274340102524	0.2963274340102524
CD27	radius_k1	1	161	2	170	153	176	156	176	156	-0.18079917459049205	-0.20277161727506088	-0.021972442684568827	-0.20277161727506088	-0.20277161727506088
CD274	radius_k1	1	1374	5	1456	1810	1504	1865	1504	1865	0.2846163843993302	0.2810121625469442	-0.003604221852385958	0.2810121625469442	0.2810121625469442
CD276	radius_k1	1	225	5	230	178	240	185	240	185	-0.3981087673367373	-0.4038837980857377	-0.0057750307490004316	-0.4038837980857377	-0.4038837980857377
CD28	radius_k1	1	888	5	923	735	976	768	976	768	-0.3576527106641072	-0.37484087513251946	-0.01718816446841226	-0.37484087513251946	-0.37484087513251946
CD2AP	radius_k1	1	698	5	723	530	763	583	763	583	-0.476906356553459	-0.4171615920260026	0.05974476452745636	-0.4171615920260026	-0.4171615920260026
CD2BP2	radius_k1	1	270	5	283	90	298	93	298	93	-1.6766251287955225	-1.7039587523136674	-0.027333623518144945	-1.7039587523136674	-1.7039587523136674
CD300A	radius_k1	1	465	5	480	325	505	342	505	342	-0.5911449785446141	-0.5908731949916246	0.00027178355298951296	-0.5908731949916246	-0.5908731949916246
CD300E	radius_k1	1	441	3	461	335	482	347	482	347	-0.48928397238208976	-0.5027820554810721	-0.013498083098982372	-0.5027820554810721	-0.5027820554810721
CD300LB	radius_k1	1	188	5	196	289	198	299	198	299	0.529767944794131	0.5641509047093287	0.034382959915197686	0.5641509047093287	0.5641509047093287
CD300LD	radius_k1	1	553	4	579	536	603	555	603	555	-0.14049658118644887	-0.14883295030242852	-0.008336369115979653	-0.14883295030242852	-0.14883295030242852
CD300LF	radius_k1	1	376	5	385	643	398	673	398	673	0.7099431973691684	0.727832130535332	0.01788893316616358	0.727832130535332	0.727832130535332
CD300LG	radius_k1	1	372	5	381	365	397	376	397	376	-0.09107774181859206	-0.10757108643628867	-0.01649334461769661	-0.10757108643628867	-0.10757108643628867
CD302	radius_k1	1	419	5	428	604	437	628	437	628	0.4671810442001247	0.4933636367643175	0.026182592564192808	0.4933636367643175	0.4933636367643175
CD320	radius_k1	1	243	5	260	366	278	386	278	386	0.4632637349188047	0.4435249956483166	-0.01973873927048808	0.4435249956483166	0.4435249956483166
CD33	radius_k1	1	480	5	503	468	516	481	516	481	-0.13320882128409678	-0.13049864195809935	0.0027101793259974305	-0.13049864195809935	-0.13049864195809935
CD34	radius_k1	1	564	5	585	959	609	1010	609	1010	0.6833475447576659	0.7001051048230242	0.016757560065358335	0.7001051048230242	0.7001051048230242
CD36	radius_k1	1	514	4	542	985	564	1021	564	1021	0.8319666427751449	0.8263776270237274	-0.005589015751417459	0.8263776270237274	0.8263776270237274
CD37	radius_k1	1	368	5	387	269	404	273	404	273	-0.5531771283455936	-0.5938649605739201	-0.040687832228326504	-0.5938649605739201	-0.5938649605739201
CD38	radius_k1	1	473	5	501	631	524	642	524	642	0.3032669422388726	0.2634875905674737	-0.039779351671398955	0.2634875905674737	0.2634875905674737
CD3D	radius_k1	1	759	5	788	632	819	661	819	661	-0.347311366145337	-0.3382688837572811	0.009042482388055884	-0.3382688837572811	-0.3382688837572811
CD3E	radius_k1	1	285	5	299	581	316	601	316	601	0.9279570977479338	0.8970931468112363	-0.03086395093669747	0.8970931468112363	0.8970931468112363
CD3EAP	radius_k1	1	238	4	253	9	262	9	262	9	-4.767180514496254	-4.817512190046399	-0.05033167555014462	-4.817512190046399	-4.817512190046399
CD3G	radius_k1	1	1204	5	1236	1435	1298	1540	1298	1540	0.18602499988074508	0.2172865774244447	0.031261577543699626	0.2172865774244447	0.2172865774244447
CD4	radius_k1	1	362	4	383	402	399	420	399	420	0.04049611456254699	0.0446442063906686	0.0041480918281216125	0.0446442063906686	0.0446442063906686
CD40	radius_k1	1	210	4	224	263	235	272	235	272	0.20182142595956878	0.1812630791150062	-0.02055834684456259	0.1812630791150062	0.1812630791150062
CD40LG	radius_k1	1	420	3	432	440	446	465	446	465	-0.0028242045401724114	0.03085490150107167	0.033679106041244085	0.03085490150107167	0.03085490150107167
CD44	radius_k1	1	793	5	816	945	855	979	857	983	0.18235848145156752	0.16601154684167455	-0.016346934609892977	0.1626427302709132	0.17189110685261758
CD46	radius_k1	1	651	5	668	813	704	857	704	857	0.25394869464267594	0.2542708738140391	0.0003221791713631794	0.2542708738140391	0.2542708738140391
CD47	radius_k1	1	461	4	483	231	505	238	505	238	-1.0917697871531038	-1.1129879168340022	-0.021218129680898423	-1.1129879168340022	-1.1129879168340022
CD48	radius_k1	1	550	5	568	669	602	695	602	695	0.20665761549556363	0.17782318248841575	-0.028834433007147886	0.17782318248841575	0.17782318248841575
CD5	radius_k1	1	674	5	703	748	730	782	730	782	0.0601858018853848	0.06994038807998326	0.009754586194598465	0.06994038807998326	0.06994038807998326
CD52	radius_k1	1	302	2	314	167	326	173	326	173	-0.9381650124706534	-0.941413419904669	-0.0032484074340155544	-0.941413419904669	-0.941413419904669
CD53	radius_k1	1	522	4	533	778	554	815	554	815	0.5159426773181129	0.5272313256136754	0.01128864829556242	0.5272313256136754	0.5272313256136754
CD55	radius_k1	0	106	1	109	73	114	76	114	76	-0.6043808057013081	-0.6110820363407912	-0.0067012306394830246	-0.6110820363407912	-0.6110820363407912
CD59A	radius_k1	1	305	3	318	494	327	511	327	511	0.6054110575663113	0.6139732423840168	0.008562184817705543	0.6139732423840168	0.6139732423840168
CD59B	radius_k1	1	483	4	498	472	522	487	522	487	-0.10654526622626014	-0.12929490926777126	-0.022749643041511128	-0.12929490926777126	-0.12929490926777126
CD5L	radius_k1	1	160	4	169	183	173	188	173	188	0.08522869877036983	0.09036276975390403	0.005134070983534203	0.09036276975390403	0.09036276975390403
CD6	radius_k1	1	281	4	300	354	313	378	313	378	0.2091545455918319	0.24256176624719353	0.03340722065536164	0.24256176624719353	0.24256176624719353
CD63	radius_k1	1	132	2	136	219	141	224	141	224	0.6560538976790067	0.6366473009727653	-0.01940659670624134	0.6366473009727653	0.6366473009727653
CD68	radius_k1	1	472	5	492	400	521	421	521	421	-0.32758757287152757	-0.3364007125141824	-0.008813139642654844	-0.3364007125141824	-0.3364007125141824
CD69	radius_k1	1	657	5	680	781	718	815	718	815	0.1703846205591706	0.1534306293180489	-0.016953991241121708	0.1534306293180489	0.1534306293180489
CD7	radius_k1	1	948	5	984	968	1029	1018	1029	1018	-0.05290524823479907	-0.044763940602865204	0.008141307631933867	-0.044763940602865204	-0.044763940602865204
CD70	radius_k1	1	325	5	338	288	354	304	354	304	-0.2598506058660132	-0.24860949026968265	0.011241115596330564	-0.24860949026968265	-0.24860949026968265
CD72	radius_k1	1	471	4	505	379	514	386	514	386	-0.4428772974240474	-0.4419687539056202	0.0009085435184272295	-0.4419687539056202	-0.4419687539056202
CD74	radius_k1	1	642	5	670	584	698	622	698	622	-0.2273003983093169	-0.19545236939051905	0.031848028918797844	-0.19545236939051905	-0.19545236939051905
CD79A	radius_k1	1	333	5	342	378	360	397	360	397	0.11492322120134339	0.111689509994396	-0.00323371120694739	0.111689509994396	0.111689509994396
CD79B	radius_k1	1	304	5	313	541	332	566	332	566	0.7592298038697894	0.7394555244954648	-0.019774279374324633	0.7394555244954648	0.7394555244954648
CD80	radius_k1	1	439	4	459	515	485	546	485	546	0.13664147514257488	0.1414841093162131	0.004842634173638227	0.1414841093162131	0.1414841093162131
CD81	radius_k1	1	352	3	359	290	385	305	385	305	-0.33671969797126805	-0.3648245710328039	-0.028104873061535862	-0.3648245710328039	-0.3648245710328039
CD82	radius_k1	1	216	4	232	275	244	298	244	298	0.21555551163926473	0.25863037537607214	0.04307486373680741	0.25863037537607214	0.25863037537607214
CD83	radius_k1	1	729	5	781	1040	815	1088	815	1088	0.3836930957991714	0.3873185345398233	0.0036254387406519095	0.3873185345398233	0.3873185345398233
CD84	radius_k1	1	561	4	584	853	607	895	607	895	0.5169220375595829	0.5305429325563189	0.013620894996736022	0.5305429325563189	0.5305429325563189
CD86	radius_k1	1	796	5	823	1357	859	1406	859	1406	0.6918455520288698	0.6812739169001397	-0.01057163512873005	0.6812739169001397	0.6812739169001397
CD8A	radius_k1	1	429	5	447	622	464	662	464	662	0.4469200638673254	0.4829757670187718	0.036055703151446405	0.4829757670187718	0.4829757670187718
CD8B1	radius_k1	1	567	5	594	591	614	607	614	607	-0.03656473234236647	-0.045794692816017356	-0.009229960473650885	-0.045794692816017356	-0.045794692816017356
CD9	radius_k1	1	248	5	252	114	261	118	261	118	-1.1702018804787122	-1.1711899782851813	-0.0009880978064691348	-1.1711899782851813	-1.1711899782851813
CD93	radius_k1	1	505	5	521	413	538	435	538	435	-0.36404601428499006	-0.3355397168818418	0.02850629740314825	-0.3355397168818418	-0.3355397168818418
CD96	radius_k1	1	813	5	869	692	915	727	915	727	-0.35763804730653564	-0.36087872893819	-0.003240681631654363	-0.36087872893819	-0.36087872893819
CD97	radius_k1	1	387	5	405	324	429	342	429	342	-0.35074952715463376	-0.3558202342270736	-0.0050707070724398395	-0.3558202342270736	-0.3558202342270736
CD99L2	radius_k1	1	281	3	292	228	298	240	298	240	-0.3855085503491961	-0.3409601284312621	0.04454842191793401	-0.3409601284312621	-0.3409601284312621
CDA	radius_k1	1	508	5	530	562	560	593	560	593	0.0552342542531356	0.053267565899980884	-0.001966688353154715	0.053267565899980884	0.053267565899980884
CDADC1	radius_k1	1	757	5	790	988	816	1024	816	1024	0.293209412434338	0.29812910251305275	0.0049196900787147335	0.29812910251305275	0.29812910251305275
CDAN1	radius_k1	1	120	4	127	36	136	37	136	37	-1.8337949689153399	-1.8932045413604703	-0.059409572445130454	-1.8932045413604703	-1.8932045413604703
CDC123	radius_k1	1	704	5	720	284	751	297	751	297	-1.3698358688046646	-1.3661495266575576	0.003686342147106947	-1.3661495266575576	-1.3661495266575576
CDC14A	radius_k1	1	594	5	608	627	645	650	645	650	0.015092105187906914	-0.01813412952589415	-0.03322623471380107	-0.01813412952589415	-0.01813412952589415
CDC14B	radius_k1	1	551	5	566	575	595	613	595	613	-0.006526118624784177	0.013695744862291937	0.020221863487076115	0.013695744862291937	0.013695744862291937
CDC16	radius_k1	1	346	4	358	136	374	145	374	145	-1.4223382587185514	-1.3932126564869662	0.029125602231585113	-1.3932126564869662	-1.3932126564869662
CDC20	radius_k1	1	72	4	75	30	77	31	77	31	-1.3369334926986916	-1.3281105727108202	0.008822919987871325	-1.3281105727108202	-1.3281105727108202
CDC23	radius_k1	1	180	5	188	221	207	224	207	224	0.20347608434985512	0.08433801757036077	-0.11913806677949434	0.08433801757036077	0.08433801757036077
CDC25A	radius_k1	1	475	5	492	352	522	381	522	381	-0.5117665579940817	-0.48301407107021377	0.028752486923867893	-0.48301407107021377	-0.48301407107021377
CDC25B	radius_k1	1	266	5	289	205	303	210	303	210	-0.5236910452440529	-0.5571423741257849	-0.03345132888173208	-0.5571423741257849	-0.5571423741257849
CDC25C	radius_k1	1	780	5	795	771	825	806	825	806	-0.07346186469681185	-0.06285977269411434	0.010602092002697502	-0.06285977269411434	-0.06285977269411434
CDC26	radius_k1	1	273	4	283	178	301	183	301	183	-0.696690751849628	-0.7456440299933711	-0.04895327814374306	-0.7456440299933711	-0.7456440299933711
CDC27	radius_k1	1	529	5	544	486	569	516	569	516	-0.19175833487229446	-0.17019358377955132	0.02156475109274314	-0.17019358377955132	-0.17019358377955132
CDC34	radius_k1	1	381	5	402	308	408	309	408	309	-0.4129843847890604	-0.42966275986791774	-0.016678375078857333	-0.42966275986791774	-0.42966275986791774
CDC37	radius_k1	1	210	5	224	223	236	228	236	228	-0.03570670449432843	-0.07891210921782443	-0.043205404723496	-0.07891210921782443	-0.07891210921782443
CDC37L1	radius_k1	1	388	5	402	591	430	604	430	604	0.52612329440131	0.46046301091578046	-0.06566028348552955	0.46046301091578046	0.46046301091578046
CDC40	radius_k1	1	326	3	335	211	365	235	365	235	-0.6949211940167328	-0.6634104372761533	0.03151075674057946	-0.6634104372761533	-0.6634104372761533
CDC42	radius_k1	1	731	4	752	983	796	1010	796	1010	0.35696737969496667	0.31405696391792626	-0.04291041577704041	0.31405696391792626	0.31405696391792626
CDC42BPA	radius_k1	1	1125	5	1162	1821	1218	1880	1218	1880	0.6186301879235269	0.5967439643804666	-0.021886223543060246	0.5967439643804666	0.5967439643804666
CDC42BPB	radius_k1	1	405	5	420	352	445	365	445	365	-0.2837486339054875	-0.31482011650598374	-0.031071482600496247	-0.31482011650598374	-0.31482011650598374
CDC42BPG	radius_k1	1	324	5	341	292	363	302	363	302	-0.2527150447558226	-0.2942863126941365	-0.041571267938313894	-0.2942863126941365	-0.2942863126941365
CDC42EP1	radius_k1	1	226	5	234	299	245	313	245	313	0.32370198933691025	0.3234763275508469	-0.00022566178606336917	0.3234763275508469	0.3234763275508469
CDC42EP2	radius_k1	1	496	5	520	587	538	603	538	603	0.14542459721644568	0.13514133527431513	-0.010283261942130556	0.13514133527431513	0.13514133527431513
CDC42EP3	radius_k1	1	424	5	446	546	467	563	467	563	0.2622952296141826	0.2401831544607229	-0.022112075153459726	0.2401831544607229	0.2401831544607229
CDC42EP4	radius_k1	1	270	4	279	165	294	190	294	190	-0.7852831569724715	-0.6577427272736377	0.12754042969883383	-0.6577427272736377	-0.6577427272736377
CDC42EP5	radius_k1	1	129	5	139	127	152	131	152	131	-0.1590339659068288	-0.24301253409444545	-0.08397856818761665	-0.24301253409444545	-0.24301253409444545
CDC42SE1	radius_k1	1	218	3	232	231	242	232	242	232	-0.035484613671656284	-0.09002012201559545	-0.054535508343939165	-0.09002012201559545	-0.09002012201559545
CDC42SE2	radius_k1	1	280	3	284	293	293	302	293	302	0.015665759866971104	0.014308548115405587	-0.001357211751565517	0.014308548115405587	0.014308548115405587
CDC45	radius_k1	1	489	5	505	331	523	342	523	342	-0.6379683127269259	-0.6413516400194185	-0.0033833272924925772	-0.6413516400194185	-0.6413516400194185
CDC5L	radius_k1	1	278	5	290	128	306	136	306	136	-1.2060358951471497	-1.196252213707428	0.009783681439721637	-1.196252213707428	-1.196252213707428
CDC6	radius_k1	1	350	5	374	380	392	392	392	392	-0.006335355891704711	-0.0292660909364991	-0.022930735044794388	-0.0292660909364991	-0.0292660909364991
CDC7	radius_k1	1	493	5	511	735	539	776	539	776	0.49472501057300233	0.49609687396278535	0.0013718633897830124	0.49609687396278535	0.49609687396278535
CDC73	radius_k1	1	469	4	506	483	523	507	523	507	-0.09631247026079595	-0.07404780579476888	0.022264664466027068	-0.07404780579476888	-0.07404780579476888
CDCA2	radius_k1	1	585	5	605	689	626	733	626	733	0.1581575008831524	0.19821636541503032	0.04005886453187793	0.19821636541503032	0.19821636541503032
CDCA3	radius_k1	1	348	5	358	186	380	193	380	193	-0.9720635793831661	-1.0048289782956341	-0.03276539891246799	-1.0048289782956341	-1.0048289782956341
CDCA4	radius_k1	1	476	5	496	306	520	317	520	317	-0.7251727347740916	-0.7424076625763879	-0.017234927802296296	-0.7424076625763879	-0.7424076625763879
CDCA5	radius_k1	1	882	5	919	493	962	518	962	518	-0.9270655808920392	-0.9217086425928996	0.005356938299139524	-0.9217086425928996	-0.9217086425928996
CDCA7	radius_k1	1	358	5	373	226	399	238	399	238	-0.7508632836795011	-0.7734723278589642	-0.02260904417946319	-0.7734723278589642	-0.7734723278589642
CDCA7L	radius_k1	1	899	4	931	837	969	862	969	862	-0.18273266964563953	-0.1979825324903977	-0.015249862844758183	-0.1979825324903977	-0.1979825324903977
CDCA8	radius_k1	1	414	5	423	211	445	229	445	229	-1.030970397148748	-0.9861973690446134	0.04477302810413464	-0.9861973690446134	-0.9861973690446134
CDCP1	radius_k1	1	270	4	283	287	294	299	294	299	-0.009052870046990374	-0.004977721978174116	0.004075148068816258	-0.004977721978174116	-0.004977721978174116
CDCP2	radius_k1	1	349	5	358	449	374	465	374	465	0.29708190587604355	0.2845493581635436	-0.012532547712499953	0.2845493581635436	0.2845493581635436
CDH1	radius_k1	1	461	5	490	423	510	441	510	441	-0.2411572578235392	-0.23876361416583466	0.0023936436577045306	-0.23876361416583466	-0.23876361416583466
CDH10	radius_k1	1	451	4	467	599	487	631	487	631	0.3295272977027257	0.34411442421408023	0.01458712651135452	0.34411442421408023	0.34411442421408023
CDH11	radius_k1	1	835	5	866	514	909	540	909	540	-0.7812947632027003	-0.7800451108533352	0.001249652349365138	-0.7800451108533352	-0.7800451108533352
CDH12	radius_k1	1	383	5	397	295	412	305	412	305	-0.45706282093068445	-0.4624878302509477	-0.005425009320263241	-0.4624878302509477	-0.4624878302509477
CDH13	radius_k1	1	537	5	569	634	600	677	600	677	0.12665823119649494	0.14479060959910073	0.018132378402605787	0.14479060959910073	0.14479060959910073
CDH15	radius_k1	1	146	3	151	45	163	47	163	47	-1.7646454342107536	-1.812557308103634	-0.04791187389288032	-1.812557308103634	-1.812557308103634
CDH16	radius_k1	1	763	5	792	729	835	794	835	794	-0.14876904804537783	-0.10185869964916801	0.04691034839620982	-0.10185869964916801	-0.10185869964916801
CDH17	radius_k1	1	693	5	725	1156	763	1201	763	1201	0.643451655632947	0.6248704953965158	-0.018581160236431193	0.6248704953965158	0.6248704953965158
CDH18	radius_k1	1	244	5	251	261	261	270	261	270	0.026986455504915206	0.01955155664337454	-0.0074348988615406675	0.01955155664337454	0.01955155664337454
CDH19	radius_k1	1	670	5	679	635	712	664	712	664	-0.12584751669893152	-0.12988690559979107	-0.0040393889008595585	-0.12988690559979107	-0.12988690559979107
CDH2	radius_k1	1	319	5	332	435	345	453	345	453	0.3600522872738135	0.3631507492037649	0.0030984619299513905	0.3631507492037649	0.3631507492037649
CDH20	radius_k1	1	325	5	342	510	357	533	357	533	0.5465408820934133	0.5482789382221742	0.0017380561287608787	0.5482789382221742	0.5482789382221742
CDH22	radius_k1	1	274	4	285	344	311	357	311	357	0.2417471464049496	0.169444987705251	-0.07230215869969861	0.169444987705251	0.169444987705251
CDH23	radius_k1	1	229	5	239	145	253	152	253	152	-0.7482725937643956	-0.762442595489591	-0.014170001725195447	-0.762442595489591	-0.762442595489591
CDH24	radius_k1	1	429	4	442	390	458	412	458	412	-0.20962099776487944	-0.18179370539837544	0.027827292366503997	-0.18179370539837544	-0.18179370539837544
CDH26	radius_k1	1	622	5	640	695	684	715	684	715	0.08958585326409364	0.034635134532269206	-0.05495071873182444	0.034635134532269206	0.034635134532269206
CDH3	radius_k1	1	175	4	186	172	196	180	196	180	-0.14184535952620544	-0.15179656630793426	-0.00995120678172881	-0.15179656630793426	-0.15179656630793426
CDH4	radius_k1	1	508	5	522	493	546	515	546	515	-0.11164704344834654	-0.1135151592402953	-0.00186811579194876	-0.1135151592402953	-0.1135151592402953
CDH5	radius_k1	1	402	5	424	371	454	388	454	388	-0.2216684339509414	-0.25563178672289594	-0.03396335277195453	-0.25563178672289594	-0.25563178672289594
CDH6	radius_k1	1	267	5	277	226	289	232	289	232	-0.3222428121277324	-0.34559872293034205	-0.023355910802609625	-0.34559872293034205	-0.34559872293034205
CDH7	radius_k1	1	279	5	292	346	305	361	305	361	0.21515263672994767	0.2135571761958893	-0.0015954605340583738	0.2135571761958893	0.2135571761958893
CDH8	radius_k1	1	466	5	485	426	499	441	499	441	-0.21619164503740124	-0.2073373310804516	0.008854313956949633	-0.2073373310804516	-0.2073373310804516
CDH9	radius_k1	1	333	5	346	336	363	353	363	353	-0.07151493846339561	-0.06951124004669443	0.0020036984167011856	-0.06951124004669443	-0.06951124004669443
CDHR1	radius_k1	1	827	5	855	714	897	742	897	742	-0.2890999343300962	-0.3027870039587846	-0.01368706962868843	-0.3027870039587846	-0.3027870039587846
CDHR2	radius_k1	1	511	4	534	482	568	497	568	497	-0.17692709650154678	-0.22172991439773582	-0.044802817896189034	-0.22172991439773582	-0.22172991439773582
CDHR3	radius_k1	1	233	5	245	282	263	295	333	355	0.17326175205135785	0.13608907760381855	-0.0371726744475393	-0.20379472194355153	0.4027805070457015
CDHR5	radius_k1	1	305	5	321	198	343	212	343	212	-0.7249458211214885	-0.722113348729535	0.0028324723919535	-0.722113348729535	-0.722113348729535
CDIPT	radius_k1	1	841	5	881	574	912	588	912	588	-0.6469197676105672	-0.6620482345527968	-0.01512846694222958	-0.6620482345527968	-0.6620482345527968
CDK1	radius_k1	1	597	5	623	496	643	530	643	530	-0.3578619332377952	-0.30785348824243597	0.050008444995359225	-0.30785348824243597	-0.30785348824243597
CDK10	radius_k1	1	352	5	368	328	387	349	387	349	-0.19503733970923912	-0.1781699457226626	0.016867393986576523	-0.1781699457226626	-0.1781699457226626
CDK11B	radius_k1	1	627	5	659	682	683	705	683	705	0.020190295619170965	0.016438654054705282	-0.0037516415644656825	0.016438654054705282	0.016438654054705282
CDK12	radius_k1	1	284	4	294	425	310	441	310	441	0.5016254069190028	0.4785540784914856	-0.02307132842751719	0.4785540784914856	0.4785540784914856
CDK13	radius_k1	1	220	4	229	247	242	255	242	255	0.07966828061666477	0.046072452926632326	-0.03359582769003244	0.046072452926632326	0.046072452926632326
CDK14	radius_k1	1	513	5	529	859	546	888	546	888	0.6696008645492254	0.6718841894202744	0.002283324871048986	0.6718841894202744	0.6718841894202744
CDK15	radius_k1	1	463	5	477	223	492	245	492	245	-1.1244919926762924	-1.0336667909655446	0.09082520171074782	-1.0336667909655446	-1.0336667909655446
CDK16	radius_k1	1	271	5	287	405	296	421	296	421	0.46687386744903614	0.47823443545957955	0.011360568010543415	0.47823443545957955	0.47823443545957955
CDK17	radius_k1	1	518	5	537	714	557	743	557	743	0.38140316568249477	0.3860948463082526	0.00469168062575781	0.3860948463082526	0.3860948463082526
CDK18	radius_k1	1	349	4	365	377	385	390	385	390	0.01733914732350518	-0.010674402709554038	-0.02801355003305922	-0.010674402709554038	-0.010674402709554038
CDK19	radius_k1	1	499	5	511	634	561	663	561	663	0.28161983315927824	0.21154435203309294	-0.07007548112618531	0.21154435203309294	0.21154435203309294
CDK2	radius_k1	1	500	5	519	368	539	380	539	380	-0.5247252207456413	-0.5329925969209707	-0.008267376175329355	-0.5329925969209707	-0.5329925969209707
CDK20	radius_k1	1	93	2	94	117	98	118	98	118	0.28500843140742793	0.2374253385053837	-0.04758309290204424	0.2374253385053837	0.2374253385053837
CDK2AP1	radius_k1	1	176	2	187	112	192	115	192	115	-0.7662316851027052	-0.7662316851027052	0.0	-0.7662316851027052	-0.7662316851027052
CDK2AP2	radius_k1	1	343	5	361	486	375	509	375	509	0.3991780668934948	0.411003147715043	0.011825080821548206	0.411003147715043	0.411003147715043
CDK4	radius_k1	1	409	5	420	326	458	341	458	341	-0.3942888996452126	-0.4543022462414631	-0.060013346596250516	-0.4543022462414631	-0.4543022462414631
CDK5	radius_k1	1	433	5	454	470	470	490	470	490	0.020648337597930354	0.03079232255420297	0.010143984956272615	0.03079232255420297	0.03079232255420297
CDK5R1	radius_k1	1	433	5	450	413	468	425	468	425	-0.15290586757876304	-0.16815600690972324	-0.0152501393309602	-0.16815600690972324	-0.16815600690972324
CDK5R2	radius_k1	1	309	2	323	246	334	256	334	256	-0.4214441565510951	-0.4123134759709061	0.009130680580188955	-0.4123134759709061	-0.4123134759709061
CDK5RAP1	radius_k1	1	327	5	336	274	376	287	376	287	-0.3230664465416175	-0.41835399977668963	-0.09528755323507215	-0.41835399977668963	-0.41835399977668963
CDK5RAP2	radius_k1	1	456	5	479	354	504	377	504	377	-0.4650112787151137	-0.44764371583041485	0.017367562884698873	-0.44764371583041485	-0.44764371583041485
CDK5RAP3	radius_k1	1	432	5	452	978	471	1025	471	1025	1.083387967719737	1.0917317248682563	0.008343757148519204	1.0917317248682563	1.0917317248682563
CDK6	radius_k1	1	494	5	509	702	521	719	521	719	0.4341499880059754	0.43506134328403323	0.0009113552780578571	0.43506134328403323	0.43506134328403323
CDK7	radius_k1	1	739	5	765	551	796	599	796	599	-0.5023075828449042	-0.4391806990475852	0.06312688379731896	-0.4391806990475852	-0.4391806990475852
CDK8	radius_k1	1	433	5	454	361	475	372	475	372	-0.3595507381794885	-0.3814710064475386	-0.021920268268050103	-0.3814710064475386	-0.3814710064475386
CDK9	radius_k1	1	398	5	424	153	440	155	440	155	-1.4967919891193582	-1.5314935297263101	-0.034701540606951964	-1.5314935297263101	-1.5314935297263101
CDKAL1	radius_k1	1	379	4	394	401	419	416	419	416	-0.0038914034326432137	-0.03962040601077475	-0.03572900257813154	-0.03962040601077475	-0.03962040601077475
CDKL1	radius_k1	1	447	5	472	545	498	573	498	573	0.1779987762786731	0.17293389068113	-0.005064885597543117	0.17293389068113	0.17293389068113
CDKL2	radius_k1	1	397	5	409	632	423	661	423	661	0.5979359370041648	0.614113096009979	0.01617715900581418	0.614113096009979	0.614113096009979
CDKL3	radius_k1	1	411	5	429	498	451	539	451	539	0.18566928232323338	0.22763088107065954	0.041961598747426165	0.22763088107065954	0.22763088107065954
CDKL4	radius_k1	1	560	5	574	534	604	556	604	556	-0.1333830358621219	-0.14862674284366298	-0.015243706981541066	-0.14862674284366298	-0.14862674284366298
CDKL5	radius_k1	1	611	5	638	823	666	858	666	858	0.337815939087132	0.33594716797666185	-0.0018687711104701243	0.33594716797666185	0.33594716797666185
CDKN1A	radius_k1	1	328	5	337	401	369	415	369	415	0.22124639464262225	0.14000802168769436	-0.08123837295492789	0.14000802168769436	0.14000802168769436
CDKN1B	radius_k1	1	469	5	482	523	504	546	504	546	0.08839450383886652	0.08610113562904836	-0.002293368209818153	0.08610113562904836	0.08610113562904836
CDKN1C	radius_k1	1	113	3	114	95	125	97	125	97	-0.2910410509976946	-0.39347933113766054	-0.10243828013996592	-0.39347933113766054	-0.39347933113766054
CDKN2A	radius_k1	1	143	4	149	66	154	68	154	68	-1.1979853296334146	-1.2026970358803468	-0.004711706246932179	-1.2026970358803468	-1.2026970358803468
CDKN2AIP	radius_k1	1	506	5	529	478	559	492	559	492	-0.17537785044280993	-0.2132804975691545	-0.03790264712634456	-0.2132804975691545	-0.2132804975691545
CDKN2AIPNL	radius_k1	1	149	3	158	81	169	82	169	82	-0.9888769668448286	-1.0680853398270274	-0.07920837298219874	-1.0680853398270274	-1.0680853398270274
CDKN2B	radius_k1	1	137	4	147	81	152	86	152	86	-0.8851090809546251	-0.847303295750023	0.037805785204602205	-0.847303295750023	-0.847303295750023
CDKN2C	radius_k1	1	283	3	294	323	309	330	309	330	0.10623198722554786	0.06544477135692782	-0.04078721586862004	0.06544477135692782	0.06544477135692782
